book_id,authors,original_publication_year,original_title,genres
1068,James McBride,1996,The Color of Water: A Black Man's Tribute to His White Mother,
1069,"Steven D. Levitt, Stephen J. Dubner",2009,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",
1070,Karen Marie Moning,2006,Darkfever,Romance|Fantasy
1071,Terry Goodkind,1995,Stone of Tears,Fantasy
1072,Emily Giffin,2010,Heart of the Matter,
1073,"William Makepeace Thackeray, John Carey",1847,Vanity Fair: A Novel Without a Hero,
1074,Kurt Vonnegut Jr.,1959,The Sirens of Titan,Fantasy|comedy|Sci-Fi
1075,"Stephen King, Dominique Dill",1992,Dolores Claiborne,Thriller|Horror
1076,Cynthia D'Aprix Sweeney,2016,The Nest,
1077,"Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",2001,"Fables, Volume 1: Legends in Exile",
1078,David    Allen,2001,Getting Things Done: How To Achieve Stress-free Productivity,
1079,James Redfield,1993,The Celestine Prophecy,Adventure
1080,Huntley Fitzpatrick,2012,My Life Next Door ,
1081,Ken Follett,2012,Winter of the World,War
1082,"Haruki Murakami, Philip Gabriel",2013,"色彩を持たない多崎つくると、彼の巡礼の年 [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]",
1083,Alice Sebold,1999,Lucky,
1084,Virginia Woolf,1927,To The Lighthouse ,
1085,Chetan Bhagat,2004,Five Point Someone: What Not to Do at IIT,
1086,Laurell K. Hamilton,1993,Guilty Pleasures,Horror|Mystery
1087,Markus Zusak,2002,The Messenger,
1088,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",1874,Far from the Madding Crowd,Romance
1089,Terry Pratchett,1987,Equal Rites,
1090,Mark Z. Danielewski,2000,House of Leaves,Horror|Romance
1091,Patricia Cornwell,1993,Cruel & Unusual,Thriller|Sci-Fi
1092,John Grisham,2013,Sycamore Row,Thriller
1093,"P.C. Cast, Kristin Cast",2011,Awakened,Thriller|Horror|Adventure
1094,Willa Cather,1918,My Ántonia,
1095,Susan Beth Pfeffer,2006,Life As We Knew It,Sci-Fi
1096,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",2004,America (The Book): A Citizen's Guide to Democracy Inaction,
1097,"Don Piper, Cecil Murphey",2004,90 Minutes in Heaven,Drama
1098,Nicholas Sparks,2012,The Longest Ride,Romance|Drama|Western
1099,"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",-300,道德經 [dào dé jīng],
1100,Jeffrey Archer,1979,Kane and Abel,Thriller|Drama
1101,Jodi Picoult,2008,Change of Heart,
1102,Augusten Burroughs,2003,Dry: A Memoir,
1103,James Patterson,2001,Sam's Letters To Jennifer,Romance|Mystery
1104,E.L. James,2015,Grey,Romance
1105,Frank Herbert,1969,Dune Messiah ,Sci-Fi|Fantasy
1106,C.S. Lewis,1945,The Great Divorce,Fantasy
1107,Jennifer Weiner,2004,Little Earthquakes,Romance
1108,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",1835,Eventyr og historier,
1109,Mark Cotta Vaz,2009,New Moon: The Complete Illustrated Movie Companion,
1110,Colleen Hoover,2014,Maybe Someday,Romance
1111,Jane Green,1999,Mr Maybe,Romance
1112,L.M. Montgomery,1915,Anne of the Island,Children
1113,"Friedrich Nietzsche, Walter Kaufmann",1883,Also sprach Zarathustra,
1114,"Elizabeth Gaskell, Alan Shelston",1854,North and South,Romance
1115,Jaycee Dugard,2011,A Stolen Life,Crime
1116,Amish Tripathi,2010,The Immortals of Meluha,Fantasy
1117,Michael Crichton,1995,The Lost World,Sci-Fi|Thriller|Adventure
1118,Lauren Oliver,2013,Requiem,Sci-Fi|Romance|Fantasy|Adventure
1119,Robert Jordan,1996,A Crown of Swords,Fantasy
1120,"Aesop, Laura Harris, Laura Gibbs",-560,Aesopica,Children|Fantasy
1121,Cormac McCarthy,1985,Blood Meridian: Or the Evening Redness in the West,Western
1122,Becca Fitzpatrick,2012,Finale,Fantasy|Romance
1123,Stephen King,1985,Skeleton Crew,Horror
1124,Chuck Palahniuk,2002,Lullaby,Fantasy|Horror
1125,Chetan Bhagat,2009,Two States,Romance
1126,"Matsuri Hino, Tomo Kimura",2005,ヴァンパイア騎士 1,
1127,Jim Butcher,2002,Summer Knight,Mystery|Fantasy
1128,"Anne McCaffrey, Teodor Panasiński",1968,Dragonflight,Sci-Fi|Fantasy
1129,"John D. Rateliff, J.R.R. Tolkien",2007,"The History of the Hobbit, Part One: Mr. Baggins",Fantasy
1130,Colleen Hoover,2014,Ugly Love,Romance
1131,Joanne Harris,1998,Chocolat,Romance|Fantasy
1132,Jay Anson,1977,The Amityville Horror,Horror|Fantasy|Thriller
1133,Michael Ondaatje,1992,The English Patient,Romance
1134,Sylvain Reynard,2012,Gabriel's Rapture,Romance
1135,"James Joyce, Jeri Johnson",1914,Dubliners,
1136,Colum McCann,2009,Let the Great World Spin,
1137,Eoin Colfer,2003,The Eternity Code,Fantasy
1138,Harlan Coben,2001,Tell No One,Mystery|Thriller
1139,Stephen King,1987,The Tommyknockers,Horror|Sci-Fi
1140,Rachel Hawkins,2010,Hex Hall,Romance
1141,Austin Kleon,2010,Steal Like an Artist,
1142,Neal Stephenson,1999,Cryptonomicon,Sci-Fi
1143,Christina Lauren,2013,Beautiful Bastard,Romance
1144,Barbara Kingsolver,2000,Prodigal Summer,
1145,Joyce Carol Oates,1996,We Were the Mulvaneys,
1146,Scott McCloud,1993,Understanding Comics: The Invisible Art,
1147,"Kami Garcia, Margaret Stohl",2010,Beautiful Darkness,Fantasy|Romance
1148,Jon Ronson,2011,The Psychopath Test,
1149,Jodi Picoult,2005,Vanishing Acts,Drama
1150,David Baldacci,1995,Absolute Power,Thriller|Mystery|Action|Crime
1151,Janet Evanovich,2000,Hot Six,Mystery|Romance
1152,Mitch Albom,2012,The Time Keeper,Fantasy
1153,Christopher Moore,2006,A Dirty Job,Fantasy|Comedy
1154,Michael   Lewis,2003,Moneyball: The Art of Winning an Unfair Game,
1155,Jonathan Stroud,2003,The Amulet of Samarkand,Fantasy
1156,"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",2007,I Am America (And So Can You!),Comedy
1157,"Kenneth H. Blanchard, Spencer Johnson",1981,The One Minute Manager,
1158,Leon Uris,1958,Exodus,
1159,Ursula Hegi,1994,Stones from the River,
1160,Raymond Chandler,1939,The Big Sleep,Mystery|Crime|Film-Noir
1161,John Steinbeck,1945,Cannery Row ,
1162,Ellen DeGeneres,2011,Seriously...I'm Kidding,Comedy
1163,"Lemony Snicket, Brett Helquist",2000,The Miserable Mill,Children|Fantasy
1164,Eowyn Ivey,2012,The Snow Child,Fantasy
1165,"J. Lynn, Jennifer L. Armentrout",2013,Wait for You,Romance
1166,Jeff Kinney,2009,The Last Straw,Children
1167,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",1308,La Divina Commedia,
1168,"Benjamin Hoff, Ernest H. Shepard",1982,The Tao of Pooh,
1169,Jennifer L. Armentrout,2012,Onyx,Sci-Fi|Romance|Fantasy
1170,Tahereh Mafi,2013,"Unravel Me (Shatter Me, #2)",Sci-Fi|Romance|Fantasy
1171,Sarah Dunant,2003,The Birth of Venus,
1172,Eoin Colfer,2005,The Opal Deception,Fantasy
1173,"David Lagercrantz, Stieg Larsson, George Goulding",2015,Det som inte dödar oss,
1174,Emma Cline,2016,The Girls,Mystery|Thriller|Crime
1175,Shannon Hale,2003,The Goose Girl,Fantasy|Romance
1176,Dennis Lehane,2001,Mystic River,Mystery|Thriller|Crime
1177,Isaac Marion,2010,Warm Bodies,Romance|Sci-Fi
1178,"Mark Twain, Everett H. Emerson",1881,The Prince and the Pauper,Children|Adventure
1179,Robert A. Heinlein,1966,The Moon is a Harsh Mistress,Sci-Fi
1180,"Elif Shafak, إليف شافاق, ارسلان فصیحی, محمد درويش",2010,The Forty Rules of Love,
1181,Janet Evanovich,1999,High Five,Mystery|Romance
1182,Stephen King,2013,Joyland,Mystery|Horror|Thriller|Crime
1183,"Hajime Isayama, Sheldon Drzka",2010,進撃の巨人 1,
1184,F. Scott Fitzgerald,1933,Tender Is the Night,
1185,Olive Ann Burns,1984,Cold Sassy Tree,
1186,Tennessee Williams,1945,The Glass Menagerie,Drama
1187,"Elena Ferrante, Ann Goldstein",2011,L'amica geniale,Drama
1188,Timothy Ferriss,2007,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",
1189,Robin S. Sharma,1996,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,
1190,Amor Towles,2011,Rules of Civility,Western
1191,Larry Niven,1970,Ringworld,Sci-Fi|Fantasy
1192,Ruta Sepetys,2011,Between Shades of Gray,War
1193,"Andrew Clements, Brian Selznick",1996,Frindle,Children
1194,Jeff Kinney,2009,Dog Days,Children
1195,Louise Erdrich,2012,The Round House,Mystery
1196,Madeleine L'Engle,1973,A Wind in the Door,Fantasy|Sci-Fi|Children
1197,Veronica Roth,2012,Free Four: Tobias Tells the Divergent Story,Sci-Fi
1198,Hanya Yanagihara,2015,A Little Life,
1199,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2003,"Y: The Last Man, Vol. 1: Unmanned",Sci-Fi
1200,Brandon Sanderson,2011,The Alloy of Law,Fantasy|Sci-Fi
1201,Charlaine Harris,2011,Dead Reckoning,Romance|Fantasy
1202,"Anne Tyler, Jennifer Bassett",1985,The Accidental Tourist,Romance
1203,Benjamin Alire Sáenz,2012,Aristotle and Dante Discover the Secrets of the Universe,Romance
1204,H.G. Wells,1897,The Invisible Man,Sci-Fi|Fantasy|Horror
1205,"Haruki Murakami, Alfred Birnbaum",1985,世界の終りとハードボイルド・ワンダーランド [Sekai no owari to hādoboirudo wandārando],
1206,"Paulo Coelho, Alan R. Clarke",1994,Na margem do rio Piedra eu sentei e chorei,Romance
1207,"Johann David Wyss, Scott McKowen, Arthur Pober",1812,Der Schweizerische Robinson,
1208,Stephen King,1990,Four Past Midnight,Horror
1209,Jennifer Probst,2012,The Marriage Bargain,Romance
1210,L.M. Montgomery,1909,Anne of Avonlea,Children
1211,"Watty Piper, Doris Hauman, George Hauman",1930,The Little Engine That Could,Children
1212,Karen Joy Fowler,2013,We Are All Completely Beside Ourselves,
1213,Orson Scott Card,1996,Children of the Mind,Sci-Fi|Fantasy
1214,James Joyce,1922,Ulysses,
1215,Sarah Dessen,1998,Someone Like You,Romance
1216,Alan Brennert,2003,Moloka'i,
1217,Anne Rice,1990,The Witching Hour,Horror|Fantasy
1218,Frank E. Peretti,1986,This Present Darkness,Fantasy
1219,Jessica Sorensen,2012,The Coincidence of Callie & Kayden,Romance
1220,Lauren Groff,2015,Fates and Furies,
1221,Judy Blume,1998,Summer Sisters,Romance
1222,"E.B. White, Garth Williams",1945,Stuart Little,Children|Fantasy|Adventure
1223,Isaac Asimov,1953,The Foundation Trilogy,Sci-Fi
1224,Brian Greene,1999,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",
1225,"Lemony Snicket, Brett Helquist",2000,The Austere Academy,Children|Fantasy
1226,Janet Evanovich,2001,Seven Up,Mystery|Romance
1227,Kelley Armstrong,2009,The Awakening,Fantasy
1228,Jim Butcher,2003,Death Masks,Mystery|Fantasy
1229,Janell Cannon,1993,Stellaluna,Children
1230,Joe Abercrombie,2007,Before They Are Hanged,Fantasy
1231,Nancy Horan,2007,Loving Frank,
1232,"Janet Evanovich, Lorelei King",2002,Hard Eight,Mystery|Romance
1233,"Lemony Snicket, Brett Helquist",2001,The Vile Village,Children|Fantasy
1234,Flora Rheta Schreiber,1973,Sybil,
1235,Carl Sagan,1980,Cosmos,
1236,Chuck Palahniuk,2005,Haunted: A Novel of Stories,
1237,Rosamunde Pilcher,1987,The Shell Seekers,Romance
1238,Dave Eggers,2006,What Is the What: The Autobiography of Valentino Achak Deng,War
1239,"Gabriel García Márquez, Gregory Rabassa",1981,Crónica de una muerte anunciada,
1240,"Ronald Holt, Arthur Conan Doyle",1891,A Scandal in Bohemia,
1241,"Bill O'Reilly, Martin Dugard",2011,Killing Lincoln: The Shocking Assassination that Changed America Forever,
1242,Jhumpa Lahiri,2013,The Lowland,
1243,John Flanagan,2004,The Ruins of Gorlan,Fantasy|Adventure
1244,Laurie Halse Anderson,2009,Wintergirls,
1245,John Grisham,2000,The Brethren,Thriller|Mystery
1246,Robin Hobb,1997,Assassin's Quest,Fantasy
1247,Ira Levin,1967,Rosemary's Baby,Horror|Thriller|Mystery
1248,"Stephen King, Peter Straub",1984,The Talisman,Fantasy|Horror
1249,Robert Jordan,1998,The Path of Daggers,Fantasy
1250,Jack Kerouac,1958,The Dharma Bums,
1251,Kelley Armstrong,2010,The Reckoning,Mystery|Thriller
1252,Katherine Boo,2012,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",
1253,"P.L. Travers, Mary Shepard",1934,Mary Poppins,Fantasy|Children
1254,Scott Lynch,2007,Red Seas Under Red Skies,Fantasy|Adventure
1255,Sandra Cisneros,1984,The House on Mango Street,
1256,David Benioff,2008,City of Thieves,War
1257,Jeaniene Frost,2007,Halfway to the Grave,Fantasy|Romance
1258,"Roald Dahl, Quentin Blake",1980,The Twits,Children|Fantasy
1259,Garth Nix,2003,Abhorsen,Fantasy
1260,"James Patterson, Peter de Jonge",2002,The Beach House,Mystery|Thriller|Crime
1261,Stephen King,1987,Eyes of the Dragon,Horror|Fantasy
1262,Frank Herbert,1976,Children of Dune,Fantasy|Sci-Fi
1263,James S.A. Corey,2011,Leviathan Wakes,Sci-Fi|Mystery|Horror|Adventure|Fantasy
1264,Sarah J. Maas,2015,Queen of Shadows,Fantasy|Romance
1265,Art Spiegelman,1991,Maus II : And Here My Troubles Began ,War
1266,Ezra Jack Keats,1962,The Snowy Day,Children
1267,Janet Evanovich,2003,To the Nines,Mystery|Romance
1268,Emily Giffin,2012,Where We Belong,Romance
1269,Richard   Preston,1994,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,
1270,"Haruki Murakami, Philip Gabriel",1999,スプートニクの恋人 [Supūtoniku no Koibito],
1271,Elizabeth Gilbert,2012,The Signature of All Things,
1272,Lynne Truss,2003,"Eats, Shoots and Leaves",
1273,Kim Harrison,2004,Dead Witch Walking,Fantasy
1274,"Clement C. Moore, Jan Brett",1986,,
1275,Diana Gabaldon,2009,An Echo in the Bone,Romance|Fantasy|Sci-Fi
1276,Cynthia Hand,2011,Unearthly,Fantasy|Romance
1277,Lee Strobel,1988,The Case for Christ,
1278,Robert Jordan,2005,Knife of Dreams,Fantasy
1279,Carl Hiaasen,2002,Hoot,Children
1280,"Virgil, Robert Fitzgerald",-17,Æneis,
1281,Junot Díaz,2012,This is How You Lose Her,Romance
1282,"Haruki Murakami, Jay Rubin",2004,アフターダーク [Afutā dāku],
1283,Daniel Quinn,1992,Ishmael: An Adventure of the Mind and Spirit,Fantasy
1284,Jenny Han,2010,It's Not Summer Without You,Romance
1285,Katie McGarry,2012,Pushing the Limits,Romance
1286,"Kennilworthy Whisp, J.K. Rowling",2001,Quidditch Through the Ages,Fantasy|Children
1287,"Harry Allard, James  Marshall",1977,Miss Nelson Is Missing!,Children
1288,"Richard Bachman, Stephen King",1979,The Long Walk,Horror|Sci-Fi|Thriller
1289,"Lemony Snicket, Brett Helquist",2001,The Ersatz Elevator,Children|Fantasy
1290,Lois Lowry,2004,Messenger ,Sci-Fi|Fantasy
1291,J.R. Ward,2007,Lover Revealed,Fantasy|Romance
1292,"Stephen King, Jerry N. Uelsmann",2005,'Salem's Lot The Illustrated Edition,Horror|Fantasy
1293,"Trenton Lee Stewart, Carson Ellis",2007,The Mysterious Benedict Society,Mystery|Children|Adventure|Fantasy
1294,Christopher Hitchens,2007,God is Not Great: How Religion Poisons Everything,
1295,Abbi Glines,2013,"Never Too Far (Too Far, #2)",Romance
1296,Michael Crichton,2004,State of Fear,Thriller|Sci-Fi
1297,Jennifer E. Smith,2012,The Statistical Probability of Love at First Sight,Romance
1298,Jonathan Stroud,2004,The Golem's Eye,Fantasy
1299,Tom Robbins,1980,Still Life with Woodpecker,
1300,Jenna Blum,2004,Those Who Save Us,War
2000,Wally Lamb,2007,The Hour I First Believed,Action|Crime|Drama|Thriller
2001,Brian Sibley,2010,Harry Potter: Film Wizardry,Action|Adventure|Family|Fantasy|Mystery
2005,Alice Hoffman,2011,The Dovekeepers,Drama|History|Romance
2007,Cornelia Funke,2000,Herr der Diebe, Adventure|Drama|Family|Fantasy
2009,Dean Koontz,2006,Brother Odd, Drama|Fantasy|Horror|Thriller
2010,John Howard Griffin,1960,Black Like Me,Drama
2011,Chuck Palahniuk,2008,Snuff, Comedy|Drama|Thriller
2014,Jonathan Kellerman,1985,When the Bough Breaks,Action
2015,Robert James Waller,1992,The Bridges of Madison County, Drama|Romance
2017,Michael Scott,2009,The Sorceress,Thriller
2018,Hilary Mantel,2012,Bring Up the Bodies, Action|Adventure|Sci-Fi |Thriller
2019,Rick Riordan,2008,The Maze of Bones ," Action| Drama|Sci-Fi |Thriller
"
2021,Stephenie Meyer,2007,"The Twilight Collection (Twilight, #1-3)"," Drama|Fantasy|Romance
"
2023,Winston Groom,1986,Forrest Gump, Drama|Romance
2025,Tom Robbins,1976,Even Cowgirls Get the Blues, Comedy|Drama|Romance|Western
2026,"Wilkie Collins, Carolyn G. Heilbrun",1868,The Moonstone, Crime|Drama|Mystery
2028,"Gregory Maguire, Douglas Smith",2004,Son of a Witch, Action|Adventure|Sci-Fi |Thriller
2029,Ian McEwan,2007,On Chesil Beach,Drama|Music|Romance
2032,Patricia MacLachlan,1985,"Sarah, Plain and Tall",Drama|Family|Romance
2034,Christopher Moore,1995,Bloodsucking Fiends,Romance|Comedy|Horror
2038,Melissa de la Cruz,2009,The Van Alen Legacy , Drama|Family|Fantasy
2041,Stephen King,2006,Lisey's Story,Drama
2043,Terry Pratchett,1993,Men at Arms, Adventure|Comedy|Fantasy
2044,A.J. Jacobs,2007,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible As Literally As Possible,
2045,Frank Herbert,1981,God Emperor of Dune,Sci-Fi
2047,Jean M. Auel,1982,The Valley of Horses, Action|Adventure|Biography|Drama|Sport|Western
2049,Beverly Cleary,1968,Ramona the Pest, Adventure|Comedy|Family|Fantasy
2051,Katherine Dunn,1989,Geek Love,Adventure|Drama|Fantasy |Horror
2055,Harlan Coben,2007,The Woods, Mystery|Thriller
2056,Robert Jordan,2004,New Spring, Action|Crime|Drama|Thriller
2057,John Grisham,2011,The Litigators,Thriller
2059,Vince Flynn,2010,American Assassin,Action | Thriller
2060,Brené Brown,2012,"Daring Greatly : How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",
2061,Hannah Kent,2013,Burial Rites,History|Biography
2062,Sarah Waters,2002,Fingersmith,History|Crime
2063,Peter Mayle,1989,A Year in Provence, Action|Adventure|Comedy|Fantasy
2064,"Kate DiCamillo, Bagram Ibatoulline",2000,The Miraculous Journey of Edward Tulane, Documentary|Sport
2066,Martin Cruz Smith,1981,Gorky Park, Crime|Drama|Mystery|Thriller
2068,Karen Hesse,1997,Out of the Dust, Adventure|Drama
2069,Meg Cabot,2006,Queen of Babble,Comedy|Drama|Family|Fantasy|Musical
2070,Jeff Kinney,2012,The Third Wheel, Comedy|Drama|Family
2071,Elizabeth Wein,2012,Code Name Verity, Adventure|Drama|History|Thriller|War
2074,Patricia Cornwell,1994,The Body Farm, Adventure|Drama
2077,Anna Godbersen,2007,The Luxe, Adventure|Comedy|Drama|Romance|War|Western
2078,Beatrix Potter,1986,The Complete Tales of Beatrix Potter, Family|Fantasy|Musical
2079,Philip Roth,1997,American Pastoral, Crime|Drama
2083,Gena Showalter,2008,The Darkest Night, Drama|Horror|Thriller
2084,Neal Stephenson,2008,Anathem, Comedy
2085,Barbara Kingsolver,2009,The Lacuna, Comedy|Romance
2086,Terry Pratchett,1996,Hogfather, Adventure|Fantasy|Thriller
2087,Elizabeth Berg,2000,Open House, Comedy|Drama|Family|Romance
2088,Jeannette Walls,2013,The Silver Star, Action|Adventure|Drama|Horror|Mystery|Sci-Fi|Thriller
2089,John Irving,1981,The Hotel New Hampshire, Comedy|Drama
2090,Laurell K. Hamilton,1994,The Laughing Corpse, Action|Animation|Comedy|Romance
2091,Nora Roberts,2003,"Key of Light (Key Trilogy, #1)", Action|Adventure|Sci-Fi
2092,Ellen Hopkins,2008,Identical, Documentary
2094,"Janet Evanovich, Lorelei King",2011,Smokin' Seventeen, Action|Adventure|Fantasy|Sci-Fi
2095,Dr. Seuss,1961,The Sneetches and Other Stories, Biography|Comedy|Drama|Music
2100,Frank Miller,1986,The Dark Knight Returns, Animation|Action|Adventure|Crime|Drama|Horror|Sci-Fi |Thriller
2101,"J.K. Rowling, Mary GrandPré",1999,Harry Potter Boxed Set Books 1-4, Adventure|Family|Fantasy
2102,Paolo Bacigalupi,2009,The Windup Girl, Documentary
2104,Stephanie Perkins,2014,Isla and the Happily Ever After, Action|Sci-Fi
2105,Ilona Andrews,2007,Magic Bites, Adventure|Comedy|Drama|Family|Sport
2109,Terry Pratchett,1988,Sourcery, Comedy|Western
2111,"Grant Morrison, Dave McKean",1989,Batman: Arkham Asylum - A Serious House on Serious Earth, Animation|Action|Adventure|Crime|Drama|Horror|Sci-Fi |Thriller
2114,Hillary Jordan,2008,Mudbound,Drama|War
2115,Mark Bowden,1999,Black Hawk Down,Drama|History|War
2116,"V.E. Schwab, Victoria Schwab",2015,A Darker Shade of Magic," Comedy|Drama|Romance
"
2118,Brandon Sanderson,2015,Firefight, Action|Adventure|Sci-Fi
2119,Trudi Canavan,2001,The Magicians' Guild, Action|Drama|Thriller
2120,Michael Scott,2010,The Necromancer: The Secrets of The Immortal Nicholas Flamel,Adventure
2121,Lee Child,2010,61 Hours,Action|Crime|Thriller
2122,Patricia McCormick,2000,Cut,Comedy|Drama
2123,"Roald Dahl, Quentin Blake",1981,George's Marvellous Medicine,Animation|Adventure|Family|Sci-Fi
2124,Jane Smiley,1991,A Thousand Acres, Biography|Comedy|Drama
2125,Lloyd Alexander,1964,The Book of Three, Adventure|Comedy|Family|Musical
2126,Patricia Briggs,2008,Cry Wolf, Animation|Action|Adventure|Fantasy
2128,Kent Haruf,1999,Plainsong,Comedy|Romance
2129,Daniel Clowes,1998,Ghost World,Comedy|Drama
2130,Amanda Hocking,2010,Torn," Biography|Drama 
"
2132,"Eliyahu M. Goldratt, Jeff Cox",1984,The Goal, Comedy|Drama
2133,Geraldine Brooks,2011,Caleb's Crossing," Crime|Drama
"
2136,Karen Joy Fowler,2004,The Jane Austen Book Club, Drama|Romance
2139,Ashlee Vance,2015,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future", Biography
2140,James S.A. Corey,2012,Caliban's War, Action|Adventure|Mystery|Sci-Fi
2141,Rebecca Donovan,2012,Barely Breathing, Drama|Sci-Fi|Thriller
2143,"Mark Waid, Alex Ross, Elliot S. Maggin",1996,Kingdom Come,Comedy|Drama
2144,Henri Charrière,1969,Papillon , Adventure|Biography|Crime|Drama|Mystery|Thriller
2145,Sarah Waters,1998,Tipping the Velvet," Crime|Drama|Romance
"
2147,David Ebershoff,2008,The 19th Wife,Drama|Romance
2151,"Brian K. Vaughan, Fiona Staples",2012,Saga #1,Comedy|Drama
2152,Sara Shepard,2007,Perfect,Comedy|Drama
2154,Kevin Hearne,2011,Hounded, Adventure|Drama|Sci-Fi
2155,Stephen King,2002,From a Buick 8,Documentary
2156,Kim Stanley Robinson,1993,Red Mars,Crime|Thriller
2160,Brent Weeks,2012,The Blinding Knife,Action|Adventure|Fantasy|Sci-Fi
2163,"Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway",1969,What to Expect When You're Expecting, Comedy|Romance
2166,"Peter Thiel, Blake  Masters",2014,"Zero to One: Notes on Start Ups, or How to Build the Future",Comedy|Drama
2167,Sarah J. Maas,2016,Empire of Storms,Comedy|Musical|Romance
2172,Kurt Vonnegut Jr.,1968,Welcome to the Monkey House, Comedy|Drama|Romance
2174,David McCullough,1992,Truman,Action|Thriller
2179,Kiera Cass,2016,The Crown, Comedy|Drama
2180,David Baldacci,2011,Zero Day, Horror|Thriller
2184,James Patterson,1999,Pop Goes the Weasel,Comedy
2185,Penelope Douglas,2013,Bully,Comedy|Drama
2188,Barbara Kingsolver,1993,Pigs in Heaven, Comedy|Drama
2189,John Scalzi,2006,The Ghost Brigades,Action|Crime|Drama|Romance|Western
2190,Alan Paton,1948,"Cry, The Beloved Country", Biography|Drama|History
2192,Gregory Maguire,1999,Confessions of an Ugly Stepsister,Comedy|Family
2193,Nick Hornby,2001,How to Be Good, Crime|Drama
2194,Cassandra Clare,2016,Lady Midnight, Comedy|Drama|Sport
2196,Isaac Asimov,1982,Foundation's Edge,Action|Drama|History|War
2197,Thomas Hardy,1895,Jude the Obscure,Biography|Drama|Romance
2201,Aprilynne Pike,2009,Wings , Comedy|Romance
2203,Frederick Forsyth,1972,The Odessa File, Action|Adventure|Thriller
2210,Ursula K. Le Guin,1974,The Dispossessed, Biography|Drama|Thriller|War
2212,John Grisham,2010,The Confession, Drama|History|Thriller
2213,Dean Koontz,1988,Lightning," Action|Adventure|Horror|Sci-Fi|Thriller
"
2214,"James Patterson, Keith David, Anthony Heald",1997,Cat & Mouse, Horror|Thriller
2215,Judy Blume,1980,Superfudge, Adventure|Comedy|Sci-Fi
2216,Shari Lapena,2016,The Couple Next Door, Drama|Romance|Sci-Fi
2217,Cynthia Hand,2012,Hallowed, Action|Adventure|Fantasy|Sci-Fi
2218,Ann Leckie,2013,Ancillary Justice, Action|Adventure|Crime|Fantasy|Mystery|Thriller
2220,"James C. Collins, Jerry I. Porras",1994,Built to Last: Successful Habits of Visionary Companies, Action|Adventure|Thriller
2222,Eric Wilson,2008,Fireproof, Drama
2223,Jack Higgins,1975,The Eagle Has Landed, Biography|Comedy|Drama
3000,Terry Pratchett,1997,Jingo,Fantasy
3001,Lara Adrian,2007,Kiss of Midnight,Romance|Fantasy
3002,"D.H. Lawrence, Geoff Dyer",1913,Sons and Lovers,Drama
3003,Barbara Taylor Bradford,1979,A Woman of Substance ,Drama|Romance
3004,Nicole  Williams,2012,Crash,Drama
3005,David Baldacci,2013,The Hit,Thriller
3006,William Gibson,1986,Count Zero,Sci-Fi
3007,Lisa See,2007,Peony in Love,Drama
3008,Sarah Ockler,2009,Twenty Boy Summer,
3009,"Robert T. Kiyosaki, Sharon L. Lechter",1998,Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,
3010,"Camilla Läckberg, Steven T. Murray",2004,Isprinsessan,Mystery
3011,Jane Green,2000,Bookends,Comedy|Drama|Romance
3012,Donna Mabry,2014,,
3013,John Scalzi,2007,The Last Colony,Sci-Fi
3014,"Laura Joffe Numeroff, Felicia Bond",2002, ,
3015,Colleen Hoover,2013,Finding Cinderella,Drama|Fantasy|Romance
3016,Marian Keyes,1999,Last Chance Saloon,Comedy
3017,Georgia Cates,2013,Beauty from Pain,Romance
3018,Mary Higgins Clark,1975,Where Are the Children?,
3019,Robin McKinley,1984,,
3020,"Franz Kafka, Jason Baker, Donna Freed",1915,Die Verwandlung und andere Erzählungen,
